road,ga_length,ga_start,ga_end,ga_k_end,ga_kind,ga_q,가로수길길이,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
강진경계   선진교차로,34.560402,126.587004,34.695971,126.690099,은목서,182,0.2,1,공룡대로,일반국도,강진경계   선진교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
해남교차로  현산구시천교,34.332405,126.351948,34.282515,126.331511,후박나무,191,20,1,땅끝대로,일반국도,해남교차로  현산구시천교,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
고현삼거리  성매교차로,34.274979,126.331138,34.261151,126.331461,배롱나무,1020,4,1,땅끝대로,일반국도,고현삼거리  성매교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
성매교차로  월송 생태통로,34.261009,126.332393,34.251183,126.353445,배롱나무,730,3,1,땅끝대로,일반국도,성매교차로  월송 생태통로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
월송 생태통로  남창교차로,34.418897,126.586791,34.407039,126.622777,배롱나무,930,0.5,1,땅끝대로,일반국도,월송 생태통로  남창교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
해남교차로  마산교차로,34.332405,126.351948,34.345524,126.333095,후박나무,130,2,1,공룡대로,일반국도,해남교차로  마산교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
마산교차로  원호교차로,34.345524,126.333095,34.343806,126.293822,후박나무,85,2,1,공룡대로,일반국도,마산교차로  원호교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
원호교차로  남리교차로,34.343806,126.293822,34.345091,126.261433,후박나무,167,3,1,공룡대로,일반국도,원호교차로  남리교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
남리교차로  관춘교차로,34.345091,126.261433,34.341031,126.242447,후박나무,143,2,1,공룡대로,일반국도,남리교차로  관춘교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
관춘교차로  사교교차로,34.341031,126.242447,34.351721,126.214481,후박나무,260,1.5,1,공룡대로,일반국도,관춘교차로  사교교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
남리교차로 문내교차로,34.571136,126.435911,34.591408,126.315224,먼나무,504,0.5,1,공룡대로,일반국도,남리교차로 문내교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
사교교차로  우수영교차로,34.351721,126.214481,34.351829,126.199831,후박나무,190,1.8,1,공룡대로,일반국도,사교교차로  우수영교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
우수영교차로  외암교차로,34.351829,126.199831,34.371875,126.185266,후박나무,225,2.2,1,관광레져로,일반국도,우수영교차로  외암교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
외암교차로  이목교차로,34.371875,126.185266,34.383031,126.191259,후박나무,118,1.3,1,관광레져로,일반국도,외암교차로  이목교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
이목교차로  구지교차로,34.383031,126.191259,34.418521,126.200351,후박나무,391,3,1,관광레져로,일반국도,이목교차로  구지교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
구지교차로  해남광장,34.418521,126.200351,34.412761,126.215344,이팝나무,594,3.5,1,관광레져로,일반국도,구지교차로  해남광장,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
해남터미널  우슬재,34.344231,126.363502,34.334898,126.381799,느티나무,206,1.6,1,관광레져로,군도,해남터미널  우슬재,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
방랑식객(미암정)  훔친갈비(하나로마트부근),34.341274,126.362088,34.334977,126.362026,이팝나무,125,1,1,동초길,군도,방랑식객(미암정)  훔친갈비(하나로마트부근),061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
(구)77호선  고천암방조제,34.313611,126.275198,34.303311,126.281311,왕벚나무,49,0.3,1,고천암로,군도,(구)77호선  고천암방조제,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
연호마을  청용마을,34.354147,126.291808,34.362269,126.291474,왕벚나무,48,0.5,1,원금길,군도,연호마을  청용마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
연호마을,34.354147,126.291808,34.354462,126.294071,왕벚나무,70,0.6,1,원금길,군도,연호마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
남리  덕암삼거리,34.341983,126.251232,34.344071,126.245319,청단풍,103,0.8,1,덕암길,군도,남리  덕암삼거리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
성산  매부리,34.324133,126.243081,34.321115,126.231071,배롱나무,207,1.5,1,아리랑길,군도,성산  매부리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
부곡  매장매정류소,34.324133,126.243081,34.326511,126.235689,배롱나무,280,2,1,부곡길,군도,부곡  매장매정류소,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
한자보건소  산소마을,34.325413,126.265163,34.321589,126.262799,노각나무,90,1.6,1,안산길,군도,한자보건소  산소마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
반송삼거리  대명리,34.372529,126.293688,34.365373,126.291416,청단풍,20,0.8,1,산이로,군도,반송삼거리  대명리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
산이면소재지 삼거리   산이마을 삼거리,34.388771,126.272851,34.384567,126.262758,동백나무,244,1.5,1,산이로,군도,산이면소재지 삼거리   산이마을 삼거리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
대진 원앙마을   상공리 삼거리,34.395913,126.253316,34.402194,126.244131,왕벚나무,103,0.8,1,산이로,군도,대진 원앙마을   상공리 삼거리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
흑두길삼거리  흑두마을,34.392942,126.231857,34.391408,126.231148,왕벚나무,135,1,1,흑두길,군도,흑두길삼거리  흑두마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
상공리삼거리  세일정공,34.402194,126.244131,34.414421,126.242888,후박나무,61,3.9,1,산이로,군도,상공리삼거리  세일정공,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
세일정공  달도교차로,34.414421,126.242888,34.423167,126.224762,후박나무,293,2.4,1,산이로,군도,세일정공  달도교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
송정마을  동영삼거리,34.354838,126.210541,34.354252,126.198371,무궁화,2800,5,1,명량로,군도,송정마을  동영삼거리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
외암마을  무고마을,34.371312,126.185475,34.374651,126.185361,느티나무,110,0.8,1,무고길,군도,외암마을  무고마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
삼덕   목삼삼거리(황산경계),34.364431,126.221422,34.364262,126.221642,느티나무,137,1,1,삼덕포길,군도,삼덕   목삼삼거리(황산경계),061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
임하 동경주식회사   예락마을,34.363471,126.170451,34.373505,126.174648,후박나무,52,0.4,1,우수영로,군도,임하 동경주식회사   예락마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
화원고  경화반점,34.394661,126.194353,34.395375,126.193386,왕벚나무,71,0.6,1,신덕호길,군도,화원고  경화반점,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
화원농협  면사무소구간,34.395519,126.195109,34.406511,126.194514,왕벚나무,47,0.4,1,금평길,군도,화원농협  면사무소구간,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
송촌마을   예의마을,34.413828,126.173131,34.404044,126.165072,회화나무,515,4,1,관광로,군도,송촌마을   예의마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
사동사거리   예의마을,34.407381,126.175451,34.404044,126.165072,동백나무,60,0.4,1,관광로,군도,사동사거리   예의마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
성산교차로(로타리)  사동사거리,34.393282,126.194415,34.407381,126.175451,먼나무,328,2.6,1,관광로,군도,성산교차로(로타리)  사동사거리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
사동사거리  화봉선착장삼거리,34.407381,126.175451,34.392919,126.155536,먼나무,5,1.4,1,신덕호길,군도,사동사거리  화봉선착장삼거리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
사동사거리  신덕,34.407381,126.175451,34.406921,126.175013,동백나무,316,2.5,1,신덕호길,군도,사동사거리  신덕,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
신덕저수지 일원,34.395782,126.181371,34.406241,126.184897,동백나무,157,1.2,1,신덕호길,군도,신덕저수지 일원,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
매월삼거리  송촌버스정류장,34.432961,126.171365,34.413828,126.173131,이팝나무,180,1.5,1,조선소길,군도,매월삼거리  송촌버스정류장,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
매월리입구 삼거리   온덕마을,34.432961,126.171365,34.432395,126.164618,왕벚나무,122,1,1,매봉길,군도,매월리입구 삼거리   온덕마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
당포삼거리  매월입구,34.434162,126.185051,34.432961,126.171365,왕벚나무,313,2.5,1,관광로,군도,당포삼거리  매월입구,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
당포삼거리  양화마을,34.434162,126.185051,34.443988,126.183201,왕벚나무,123,0.9,1,조선소길,군도,당포삼거리  양화마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
영호삼거리   당포삼거리,34.426991,126.193403,34.434162,126.185051,왕벚나무,599,4.7,1,관광로,군도,영호삼거리   당포삼거리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
구림리    유원산업,34.433041,126.195099,34.426991,126.193403,왕벚나무,40,1.2,1,관광로,군도,구림리    유원산업,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
월산삼거리 -점등교차로,34.424008,126.204161,34.432771,126.195741,왕벚나무,20,0.7,1,산단로,군도,월산삼거리 -정등교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
점등교차로   구림교차로,34.432771,126.195741,34.433655,126.195271,배롱나무,33,0.2,1,산단로,군도,정등교차로   구검교차로,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
유원산업삼거리  구지마을,34.426991,126.193403,34.411173,126.195885,왕벚나무,260,2,1,관광로,군도,유원산업삼거리  구지마을,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
학상마을   산촌마을정류장,34.383193,126.165775,34.385171,126.175318,왕벚나무,327,2.6,1,개초길,군도,학상마을   산촌마을정류장,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
도원로,34.761379,127.66235,34.761379,127.66235,"후박나무,히말리야시다,메타세콰이어,느티나무",633,4.7,"후박나무,히말리야시다,메타세콰이어,느티나무가 조성되어 있음",도원로,시도,웅천고개~1호광장~도원사거리,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
대학로,34.773709,127.70121,34.773709,127.70121,은행나무,84,0.7,은행나무가 조성되어 있음,대학로,시도,선경앞사거리~여수대앞,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
대교로,34.736768,127.721827,34.736768,127.721827,"왕벚나무,히말리야시다",63,0.4,"왕벚나무,히말리야시다가 조성되어 있음",대교로,시도,돌산대교진입로~봉산삼거리,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
남산로,34.73157,127.731627,34.73157,127.731627,후박나무,129,0.9,후박나무가 조성되어 있음,남산로,시도,남산교~돌산대교,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
금오서부로,34.512731,127.766684,34.519559,127.76525,왕벚나무,748,6.5,왕벚나무가 조성되어 있음,금오서부로,일반국도+군도,우학~두포,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
광무북1길,34.752822,127.727487,34.752859,127.725641,왕벚나무,92,0.4,왕벚나무가 조성되어 있음,광무북1길,시도,광무북1길(진남초교 위 소방도로),061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
개도화산길,34.573338,127.664507,34.573338,127.664507,"왕벚나무,후박나무",325,3.1,"왕벚나무,후박나무가 조성되어 있음",개도화산길,시도,"개도화산~모전,화정개도 선착장~출장소간",061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
강남해안로,34.725204,127.746501,34.71575,127.758909,왕벚나무,486,3.8,왕벚나무가 조성되어 있음,강남해안로,일반국도,우두출장소~상하동입구(해안도로),061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
강남로,34.721329,127.751653,34.717599,127.749121,왕벚나무,245,2.1,왕벚나무가 조성되어 있음,강남로,시도,상미식당~강남정공원(3청사앞도로),061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
북평 소재지  쇠노재구간,34.242077,126.373984,34.263977,126.392901,왕벚나무,668,5.3,1,백도로,군도,북평 소재지  쇠노재구간,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
남성  북평 면소재지,34.242077,126.373984,34.185087,126.367131,왕벚나무,794,6,1,땅끝해안로,군도,남성  북평 면소재지,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
북평 오산마을 구간,34.242489,126.375993,34.244221,126.383926,가시나무,187,1.7,1,신남로,군도,북평 오산마을 구간,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
북일면소재지  강진경계,34.273936,126.403894,34.281511,126.414221,왕벚나무,726,5.8,1,백도로,군도,북일면소재지  강진경계,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
북일면 초등학교  오소재,34.275135,126.404685,34.285633,126.394091,왕벚나무,490,4.5,1,오소재로,군도,북일면 초등학교  오소재,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
우슬재  영춘삼거리,34.334898,126.381799,34.335089,126.385774,배롱나무,119,0.7,1,해남로,군도,우슬재  영춘삼거리,061-530-5269,산림녹지과,2019-04-03,4930000,전라남도 해남군
